UF;Municipio;Combustivel Veiculo;Qtd. Veiculos
GOIAS;NOVA ROMA;DIESEL;40
GOIAS;NOVA ROMA;GASOLINA;352
GOIAS;NOVA ROMA;GASOLINA/GAS NATURAL VEICULAR;1
GOIAS;NOVA ROMA;Sem Informa̤̣o;14
GOIAS;NOVA VENEZA;ALCOOL;137
GOIAS;NOVA VENEZA;ALCOOL/GASOLINA;1417
GOIAS;NOVA VENEZA;DIESEL;429
GOIAS;NOVA VENEZA;GASOLINA;1768
GOIAS;NOVA VENEZA;GASOLINA/ALCOOL/GAS NATURAL;1
GOIAS;NOVA VENEZA;GASOLINA/GAS NATURAL VEICULAR;3
GOIAS;NOVA VENEZA;Sem Informa̤̣o;229
GOIAS;NOVO BRASIL;ALCOOL;66
GOIAS;NOVO BRASIL;ALCOOL/GASOLINA;690
GOIAS;NOVO BRASIL;DIESEL;123
GOIAS;NOVO BRASIL;GASOLINA;927
GOIAS;NOVO BRASIL;GASOLINA/ALCOOL/GAS NATURAL;1
GOIAS;NOVO BRASIL;GASOLINA/GAS NATURAL VEICULAR;1
GOIAS;NOVO BRASIL;Sem Informa̤̣o;92
GOIAS;NOVO GAMA;ALCOOL;1017
GOIAS;NOVO GAMA;ALCOOL/GAS NATURAL VEICULAR;2
GOIAS;NOVO GAMA;ALCOOL/GASOLINA;3477
GOIAS;NOVO GAMA;DIESEL;1269
GOIAS;NOVO GAMA;GASOLINA;6992
GOIAS;NOVO GAMA;GASOLINA/ALCOOL/GAS NATURAL;12
GOIAS;NOVO GAMA;GASOLINA/GAS NATURAL VEICULAR;51
GOIAS;NOVO GAMA;Sem Informa̤̣o;1205
GOIAS;NOVO PLANALTO;ALCOOL;50
GOIAS;NOVO PLANALTO;ALCOOL/GASOLINA;560
GOIAS;NOVO PLANALTO;DIESEL;144
GOIAS;NOVO PLANALTO;GASOLINA;646
GOIAS;NOVO PLANALTO;Sem Informa̤̣o;80
GOIAS;ORIZONA;ALCOOL;419
GOIAS;ORIZONA;ALCOOL/GAS NATURAL VEICULAR;1
GOIAS;ORIZONA;ALCOOL/GASOLINA;3456
GOIAS;ORIZONA;DIESEL;970
GOIAS;ORIZONA;GASOLINA;4635
GOIAS;ORIZONA;GASOLINA/ALCOOL/GAS NATURAL;1
GOIAS;ORIZONA;GASOLINA/GAS NATURAL VEICULAR;6
GOIAS;ORIZONA;Sem Informa̤̣o;343
GOIAS;OURO VERDE DE GOIAS;ALCOOL;129
GOIAS;OURO VERDE DE GOIAS;ALCOOL/GASOLINA;476
GOIAS;OURO VERDE DE GOIAS;DIESEL;245
GOIAS;OURO VERDE DE GOIAS;GASOLINA;909
GOIAS;OURO VERDE DE GOIAS;GASOLINA/GAS NATURAL VEICULAR;1
GOIAS;OURO VERDE DE GOIAS;Sem Informa̤̣o;56
GOIAS;OUVIDOR;ALCOOL;174
GOIAS;OUVIDOR;ALCOOL/GASOLINA;1182
GOIAS;OUVIDOR;DIESEL;290
GOIAS;OUVIDOR;ELETRICO/FONTE INTERNA;1
GOIAS;OUVIDOR;GASOLINA;1376
GOIAS;OUVIDOR;GASOLINA/GAS NATURAL VEICULAR;1
GOIAS;OUVIDOR;Sem Informa̤̣o;149
GOIAS;PADRE BERNARDO;ALCOOL;749
GOIAS;PADRE BERNARDO;ALCOOL/GAS NATURAL COMBUSTIVEL;1
GOIAS;PADRE BERNARDO;ALCOOL/GAS NATURAL VEICULAR;1
GOIAS;PADRE BERNARDO;ALCOOL/GASOLINA;1459
GOIAS;PADRE BERNARDO;DIESEL;1064
GOIAS;PADRE BERNARDO;GASOLINA;3832
GOIAS;PADRE BERNARDO;GASOLINA/ALCOOL/GAS NATURAL;3
GOIAS;PADRE BERNARDO;GASOLINA/GAS NATURAL VEICULAR;15
GOIAS;PADRE BERNARDO;Sem Informa̤̣o;417
GOIAS;PALESTINA DE GOIAS;ALCOOL;69
GOIAS;PALESTINA DE GOIAS;ALCOOL/GASOLINA;335
GOIAS;PALESTINA DE GOIAS;DIESEL;119
GOIAS;PALESTINA DE GOIAS;GASOLINA;649
GOIAS;PALESTINA DE GOIAS;GASOLINA/GAS NATURAL VEICULAR;1
GOIAS;PALESTINA DE GOIAS;Sem Informa̤̣o;69
GOIAS;PALMEIRAS DE GOIAS;ALCOOL;581
GOIAS;PALMEIRAS DE GOIAS;ALCOOL/GASOLINA;5925
GOIAS;PALMEIRAS DE GOIAS;DIESEL;1440
GOIAS;PALMEIRAS DE GOIAS;GASOLINA;7162
GOIAS;PALMEIRAS DE GOIAS;GASOLINA/ALCOOL/GAS NATURAL;2
GOIAS;PALMEIRAS DE GOIAS;GASOLINA/GAS NATURAL VEICULAR;5
GOIAS;PALMEIRAS DE GOIAS;Sem Informa̤̣o;1022
GOIAS;PALMELO;ALCOOL;52
GOIAS;PALMELO;ALCOOL/GASOLINA;357
GOIAS;PALMELO;DIESEL;75
GOIAS;PALMELO;GASOLINA;551
GOIAS;PALMELO;GASOLINA/GAS NATURAL VEICULAR;3
GOIAS;PALMELO;Sem Informa̤̣o;40
GOIAS;PALMINOPOLIS;ALCOOL;84
GOIAS;PALMINOPOLIS;ALCOOL/GASOLINA;788
GOIAS;PALMINOPOLIS;DIESEL;190
GOIAS;PALMINOPOLIS;GASOLINA;1118
GOIAS;PALMINOPOLIS;GASOLINA/ALCOOL/GAS NATURAL;1
GOIAS;PALMINOPOLIS;Sem Informa̤̣o;146
GOIAS;PANAMA;ALCOOL;39
GOIAS;PANAMA;ALCOOL/GASOLINA;418
GOIAS;PANAMA;DIESEL;148
GOIAS;PANAMA;GASOLINA;429
GOIAS;PANAMA;GASOLINA/GAS NATURAL VEICULAR;2
GOIAS;PANAMA;Sem Informa̤̣o;60
GOIAS;PARANAIGUARA;ALCOOL;304
GOIAS;PARANAIGUARA;ALCOOL/GASOLINA;1640
GOIAS;PARANAIGUARA;DIESEL;454
GOIAS;PARANAIGUARA;GASOLINA;1969
GOIAS;PARANAIGUARA;GASOLINA/ALCOOL/GAS NATURAL;1
GOIAS;PARANAIGUARA;GASOLINA/GAS NATURAL VEICULAR;2
GOIAS;PARANAIGUARA;Sem Informa̤̣o;314
GOIAS;PARAUNA;ALCOOL;260
GOIAS;PARAUNA;ALCOOL/GAS NATURAL VEICULAR;1
GOIAS;PARAUNA;ALCOOL/GASOLINA;2531
GOIAS;PARAUNA;DIESEL;807
GOIAS;PARAUNA;GASOLINA;3078
GOIAS;PARAUNA;GASOLINA/GAS NATURAL VEICULAR;1
GOIAS;PARAUNA;Sem Informa̤̣o;477
GOIAS;PEROLANDIA;ALCOOL;57
GOIAS;PEROLANDIA;ALCOOL/GASOLINA;360
GOIAS;PEROLANDIA;DIESEL;186
GOIAS;PEROLANDIA;GASOLINA;427
GOIAS;PEROLANDIA;Sem Informa̤̣o;151
GOIAS;PETROLINA DE GOIAS;ALCOOL;268
GOIAS;PETROLINA DE GOIAS;ALCOOL/GASOLINA;1355
GOIAS;PETROLINA DE GOIAS;DIESEL;404
GOIAS;PETROLINA DE GOIAS;GASOLINA;2075
GOIAS;PETROLINA DE GOIAS;GASOLINA/ALCOOL/GAS NATURAL;3
GOIAS;PETROLINA DE GOIAS;Sem Informa̤̣o;168
GOIAS;PILAR DE GOIAS;ALCOOL;36
GOIAS;PILAR DE GOIAS;ALCOOL/GASOLINA;366
GOIAS;PILAR DE GOIAS;DIESEL;85
GOIAS;PILAR DE GOIAS;GASOLINA;328
GOIAS;PILAR DE GOIAS;Sem Informa̤̣o;31
GOIAS;PIRACANJUBA;ALCOOL;815
GOIAS;PIRACANJUBA;ALCOOL/GAS NATURAL VEICULAR;1
GOIAS;PIRACANJUBA;ALCOOL/GASOLINA;5465
GOIAS;PIRACANJUBA;DIESEL;1493
GOIAS;PIRACANJUBA;GASOL/GAS NATURAL COMBUSTIVEL;1
GOIAS;PIRACANJUBA;GASOLINA;8181
GOIAS;PIRACANJUBA;GASOLINA/ALCOOL/GAS NATURAL;1
GOIAS;PIRACANJUBA;GASOLINA/GAS NATURAL VEICULAR;12
GOIAS;PIRACANJUBA;Sem Informa̤̣o;851
GOIAS;PIRANHAS;ALCOOL;248
GOIAS;PIRANHAS;ALCOOL/GASOLINA;2460
GOIAS;PIRANHAS;DIESEL;748
GOIAS;PIRANHAS;GASOLINA;3180
GOIAS;PIRANHAS;GASOLINA/GAS NATURAL VEICULAR;2
GOIAS;PIRANHAS;Sem Informa̤̣o;520
GOIAS;PIRENOPOLIS;ALCOOL;666
GOIAS;PIRENOPOLIS;ALCOOL/GAS NATURAL VEICULAR;1
GOIAS;PIRENOPOLIS;ALCOOL/GASOLINA;4329
GOIAS;PIRENOPOLIS;DIESEL;907
GOIAS;PIRENOPOLIS;GASOLINA;6584
GOIAS;PIRENOPOLIS;GASOLINA/ALCOOL/GAS NATURAL;3
GOIAS;PIRENOPOLIS;GASOLINA/GAS NATURAL VEICULAR;15
GOIAS;PIRENOPOLIS;Sem Informa̤̣o;384
GOIAS;PIRES DO RIO;ALCOOL;893
GOIAS;PIRES DO RIO;ALCOOL/GAS NATURAL VEICULAR;2
GOIAS;PIRES DO RIO;ALCOOL/GASOLINA;8294
GOIAS;PIRES DO RIO;DIESEL;1742
GOIAS;PIRES DO RIO;GASOLINA;9755
GOIAS;PIRES DO RIO;GASOLINA/ALCOOL/GAS NATURAL;6
GOIAS;PIRES DO RIO;GASOLINA/GAS NATURAL VEICULAR;11
GOIAS;PIRES DO RIO;Sem Informa̤̣o;937
GOIAS;PLANALTINA;ALCOOL;2235
GOIAS;PLANALTINA;ALCOOL/GAS NATURAL VEICULAR;2
GOIAS;PLANALTINA;ALCOOL/GASOLINA;3740
GOIAS;PLANALTINA;DIESEL;2013
GOIAS;PLANALTINA;ELETRICO/FONTE INTERNA;1
GOIAS;PLANALTINA;GASOL/GAS NATURAL COMBUSTIVEL;1
GOIAS;PLANALTINA;GASOLINA;12614
GOIAS;PLANALTINA;GASOLINA/ALCOOL/GAS NATURAL;16
GOIAS;PLANALTINA;GASOLINA/ELETRICO;1
GOIAS;PLANALTINA;GASOLINA/GAS NATURAL VEICULAR;65
GOIAS;PLANALTINA;Sem Informa̤̣o;2480
GOIAS;PONTALINA;ALCOOL;571
GOIAS;PONTALINA;ALCOOL/GAS NATURAL VEICULAR;1
GOIAS;PONTALINA;ALCOOL/GASOLINA;3889
GOIAS;PONTALINA;DIESEL;942
GOIAS;PONTALINA;GASOLINA;5737
GOIAS;PONTALINA;GASOLINA/ALCOOL/GAS NATURAL;1
GOIAS;PONTALINA;GASOLINA/ELETRICO;1
GOIAS;PONTALINA;GASOLINA/GAS NATURAL VEICULAR;3
GOIAS;PONTALINA;Sem Informa̤̣o;414
GOIAS;PORANGATU;ALCOOL;985
GOIAS;PORANGATU;ALCOOL/GAS NATURAL VEICULAR;1
GOIAS;PORANGATU;ALCOOL/GASOLINA;11690
GOIAS;PORANGATU;DIESEL;2757
GOIAS;PORANGATU;GASOLINA;15940
GOIAS;PORANGATU;GASOLINA/ALCOOL/GAS NATURAL;10
GOIAS;PORANGATU;GASOLINA/GAS NATURAL VEICULAR;12
GOIAS;PORANGATU;Sem Informa̤̣o;1787
GOIAS;PORTEIRAO;ALCOOL;72
GOIAS;PORTEIRAO;ALCOOL/GASOLINA;610
GOIAS;PORTEIRAO;DIESEL;265
GOIAS;PORTEIRAO;GASOLINA;613
GOIAS;PORTEIRAO;Sem Informa̤̣o;135
GOIAS;PORTELANDIA;ALCOOL;73
GOIAS;PORTELANDIA;ALCOOL/GASOLINA;467
GOIAS;PORTELANDIA;DIESEL;207
GOIAS;PORTELANDIA;GASOLINA;636
GOIAS;PORTELANDIA;Sem Informa̤̣o;55
GOIAS;POSSE;ALCOOL;857
GOIAS;POSSE;ALCOOL/GASOLINA;6101
GOIAS;POSSE;DIESEL;2292
GOIAS;POSSE;GAS METANO;1
GOIAS;POSSE;GASOLINA;7665
GOIAS;POSSE;GASOLINA/ALCOOL/GAS NATURAL;6
GOIAS;POSSE;GASOLINA/GAS NATURAL VEICULAR;12
GOIAS;POSSE;Sem Informa̤̣o;821
GOIAS;PROFESSOR JAMIL;ALCOOL;67
GOIAS;PROFESSOR JAMIL;ALCOOL/GASOLINA;429
GOIAS;PROFESSOR JAMIL;DIESEL;92
GOIAS;PROFESSOR JAMIL;GASOLINA;525
GOIAS;PROFESSOR JAMIL;Sem Informa̤̣o;57
GOIAS;QUIRINOPOLIS;ALCOOL;1123
GOIAS;QUIRINOPOLIS;ALCOOL/GAS NATURAL VEICULAR;2
GOIAS;QUIRINOPOLIS;ALCOOL/GASOLINA;13662
GOIAS;QUIRINOPOLIS;DIESEL;3267
GOIAS;QUIRINOPOLIS;ELETRICO/FONTE INTERNA;1
GOIAS;QUIRINOPOLIS;GASOL/GAS NATURAL COMBUSTIVEL;3
GOIAS;QUIRINOPOLIS;GASOLINA;14729
GOIAS;QUIRINOPOLIS;GASOLINA/ALCOOL/GAS NATURAL;12
GOIAS;QUIRINOPOLIS;GASOLINA/GAS NATURAL VEICULAR;9
GOIAS;QUIRINOPOLIS;Sem Informa̤̣o;2538
GOIAS;RIALMA;ALCOOL;367
GOIAS;RIALMA;ALCOOL/GASOLINA;3043
GOIAS;RIALMA;DIESEL;791
GOIAS;RIALMA;GAS METANO;1
GOIAS;RIALMA;GASOLINA;3740
GOIAS;RIALMA;GASOLINA/ALCOOL/GAS NATURAL;1
GOIAS;RIALMA;GASOLINA/GAS NATURAL VEICULAR;3
GOIAS;RIALMA;Sem Informa̤̣o;384
GOIAS;RIANAPOLIS;ALCOOL;182
GOIAS;RIANAPOLIS;ALCOOL/GASOLINA;786
GOIAS;RIANAPOLIS;DIESEL;226
GOIAS;RIANAPOLIS;ELETRICO/FONTE INTERNA;1
GOIAS;RIANAPOLIS;GASOLINA;1377
GOIAS;RIANAPOLIS;GASOLINA/ALCOOL/GAS NATURAL;1
GOIAS;RIANAPOLIS;GASOLINA/GAS NATURAL VEICULAR;1
GOIAS;RIANAPOLIS;Sem Informa̤̣o;152
GOIAS;RIO QUENTE;ALCOOL;94
GOIAS;RIO QUENTE;ALCOOL/GASOLINA;829
GOIAS;RIO QUENTE;DIESEL;200
GOIAS;RIO QUENTE;GASOLINA;852
GOIAS;RIO QUENTE;GASOLINA/GAS NATURAL VEICULAR;1
GOIAS;RIO QUENTE;Sem Informa̤̣o;101
GOIAS;RIO VERDE;ALCOOL;3142
GOIAS;RIO VERDE;ALCOOL/GAS NATURAL VEICULAR;6
GOIAS;RIO VERDE;ALCOOL/GASOLINA;58264
GOIAS;RIO VERDE;DIESEL;15093
GOIAS;RIO VERDE;GAS METANO;1
GOIAS;RIO VERDE;GASOL/GAS NATURAL COMBUSTIVEL;2
GOIAS;RIO VERDE;GASOLINA;58307
GOIAS;RIO VERDE;GASOLINA/ALCOOL/GAS NATURAL;21
GOIAS;RIO VERDE;GASOLINA/ELETRICO;15
GOIAS;RIO VERDE;GASOLINA/GAS NATURAL VEICULAR;47
GOIAS;RIO VERDE;Sem Informa̤̣o;8893
GOIAS;RUBIATABA;ALCOOL;769
GOIAS;RUBIATABA;ALCOOL/GASOLINA;4558
GOIAS;RUBIATABA;DIESEL;1179
GOIAS;RUBIATABA;ELETRICO/FONTE INTERNA;1
GOIAS;RUBIATABA;GASOGENIO;1
GOIAS;RUBIATABA;GASOLINA;5972
GOIAS;RUBIATABA;GASOLINA/ALCOOL/GAS NATURAL;2
GOIAS;RUBIATABA;GASOLINA/ELETRICO;1
GOIAS;RUBIATABA;GASOLINA/GAS NATURAL VEICULAR;6
GOIAS;RUBIATABA;Sem Informa̤̣o;808
GOIAS;SANCLERLANDIA;ALCOOL;345
GOIAS;SANCLERLANDIA;ALCOOL/GASOLINA;1881
GOIAS;SANCLERLANDIA;DIESEL;358
GOIAS;SANCLERLANDIA;GASOLINA;2559
GOIAS;SANCLERLANDIA;GASOLINA/ALCOOL/GAS NATURAL;1
GOIAS;SANCLERLANDIA;GASOLINA/GAS NATURAL VEICULAR;1
GOIAS;SANCLERLANDIA;Sem Informa̤̣o;332
GOIAS;SANTA BARBARA DE GOIAS;ALCOOL;169
GOIAS;SANTA BARBARA DE GOIAS;ALCOOL/GASOLINA;911
GOIAS;SANTA BARBARA DE GOIAS;DIESEL;236
GOIAS;SANTA BARBARA DE GOIAS;GASOLINA;1342
GOIAS;SANTA BARBARA DE GOIAS;GASOLINA/GAS NATURAL VEICULAR;2
GOIAS;SANTA BARBARA DE GOIAS;Sem Informa̤̣o;166
GOIAS;SANTA CRUZ DE GOIAS;ALCOOL;35
GOIAS;SANTA CRUZ DE GOIAS;ALCOOL/GASOLINA;277
GOIAS;SANTA CRUZ DE GOIAS;DIESEL;71
GOIAS;SANTA CRUZ DE GOIAS;GASOLINA;409
GOIAS;SANTA CRUZ DE GOIAS;GASOLINA/GAS NATURAL VEICULAR;1
GOIAS;SANTA CRUZ DE GOIAS;Sem Informa̤̣o;24
GOIAS;SANTA FE DE GOIAS;ALCOOL;66
GOIAS;SANTA FE DE GOIAS;ALCOOL/GASOLINA;882
GOIAS;SANTA FE DE GOIAS;DIESEL;145
GOIAS;SANTA FE DE GOIAS;GASOLINA;1152
GOIAS;SANTA FE DE GOIAS;GASOLINA/GAS NATURAL VEICULAR;3
GOIAS;SANTA FE DE GOIAS;Sem Informa̤̣o;130
GOIAS;SANTA HELENA DE GOIAS;ALCOOL;1179
GOIAS;SANTA HELENA DE GOIAS;ALCOOL/GAS NATURAL VEICULAR;2
GOIAS;SANTA HELENA DE GOIAS;ALCOOL/GASOLINA;9305
GOIAS;SANTA HELENA DE GOIAS;DIESEL;3028
GOIAS;SANTA HELENA DE GOIAS;GAS METANO;1
GOIAS;SANTA HELENA DE GOIAS;GASOLINA;10779
GOIAS;SANTA HELENA DE GOIAS;GASOLINA/ALCOOL/GAS NATURAL;3
GOIAS;SANTA HELENA DE GOIAS;GASOLINA/GAS NATURAL VEICULAR;9
GOIAS;SANTA HELENA DE GOIAS;Sem Informa̤̣o;1573
GOIAS;SANTA ISABEL;ALCOOL;40
GOIAS;SANTA ISABEL;ALCOOL/GASOLINA;490
GOIAS;SANTA ISABEL;DIESEL;78
GOIAS;SANTA ISABEL;GASOLINA;660
GOIAS;SANTA ISABEL;Sem Informa̤̣o;40
GOIAS;SANTA RITA DO ARAGUAIA;ALCOOL;139
GOIAS;SANTA RITA DO ARAGUAIA;ALCOOL/GASOLINA;1713
GOIAS;SANTA RITA DO ARAGUAIA;DIESEL;566
GOIAS;SANTA RITA DO ARAGUAIA;GASOLINA;2060
GOIAS;SANTA RITA DO ARAGUAIA;Sem Informa̤̣o;144
GOIAS;SANTA RITA DO NOVO DESTINO;ALCOOL;57
GOIAS;SANTA RITA DO NOVO DESTINO;ALCOOL/GASOLINA;206
GOIAS;SANTA RITA DO NOVO DESTINO;DIESEL;76
GOIAS;SANTA RITA DO NOVO DESTINO;GASOLINA;227
GOIAS;SANTA RITA DO NOVO DESTINO;GASOLINA/GAS NATURAL VEICULAR;1
GOIAS;SANTA RITA DO NOVO DESTINO;Sem Informa̤̣o;18
GOIAS;SANTA ROSA DE GOIAS;ALCOOL;103
GOIAS;SANTA ROSA DE GOIAS;ALCOOL/GASOLINA;487
GOIAS;SANTA ROSA DE GOIAS;DIESEL;116
GOIAS;SANTA ROSA DE GOIAS;GASOLINA;788
GOIAS;SANTA ROSA DE GOIAS;GASOLINA/GAS NATURAL VEICULAR;1
GOIAS;SANTA ROSA DE GOIAS;Sem Informa̤̣o;71
GOIAS;SANTA TEREZA DE GOIAS;ALCOOL;93
GOIAS;SANTA TEREZA DE GOIAS;ALCOOL/GASOLINA;523
GOIAS;SANTA TEREZA DE GOIAS;DIESEL;129
GOIAS;SANTA TEREZA DE GOIAS;GASOLINA;926
GOIAS;SANTA TEREZA DE GOIAS;GASOLINA/ALCOOL/GAS NATURAL;1
GOIAS;SANTA TEREZA DE GOIAS;GASOLINA/GAS NATURAL VEICULAR;1
GOIAS;SANTA TEREZA DE GOIAS;Sem Informa̤̣o;123
GOIAS;SANTA TEREZINHA DE GOIAS;ALCOOL;157
GOIAS;SANTA TEREZINHA DE GOIAS;ALCOOL/GASOLINA;1562
GOIAS;SANTA TEREZINHA DE GOIAS;DIESEL;327
GOIAS;SANTA TEREZINHA DE GOIAS;GASOLINA;2404
GOIAS;SANTA TEREZINHA DE GOIAS;GASOLINA/ALCOOL/GAS NATURAL;1
GOIAS;SANTA TEREZINHA DE GOIAS;GASOLINA/GAS NATURAL VEICULAR;2
GOIAS;SANTA TEREZINHA DE GOIAS;Sem Informa̤̣o;168
GOIAS;SANTO ANTONIO DA BARRA;ALCOOL;70
GOIAS;SANTO ANTONIO DA BARRA;ALCOOL/GASOLINA;524
GOIAS;SANTO ANTONIO DA BARRA;DIESEL;137
GOIAS;SANTO ANTONIO DA BARRA;GASOLINA;601
GOIAS;SANTO ANTONIO DA BARRA;GASOLINA/GAS NATURAL VEICULAR;1
GOIAS;SANTO ANTONIO DA BARRA;Sem Informa̤̣o;58
GOIAS;SANTO ANTONIO DE GOIAS;ALCOOL;138
GOIAS;SANTO ANTONIO DE GOIAS;ALCOOL/GASOLINA;1107
GOIAS;SANTO ANTONIO DE GOIAS;DIESEL;272
GOIAS;SANTO ANTONIO DE GOIAS;ELETRICO/FONTE INTERNA;1
GOIAS;SANTO ANTONIO DE GOIAS;GASOLINA;1213
GOIAS;SANTO ANTONIO DE GOIAS;GASOLINA/ALCOOL/GAS NATURAL;1
GOIAS;SANTO ANTONIO DE GOIAS;GASOLINA/GAS NATURAL VEICULAR;2
GOIAS;SANTO ANTONIO DE GOIAS;Sem Informa̤̣o;228
GOIAS;SANTO ANTONIO DO DESCOBERTO;ALCOOL;939
GOIAS;SANTO ANTONIO DO DESCOBERTO;ALCOOL/GAS NATURAL COMBUSTIVEL;2
GOIAS;SANTO ANTONIO DO DESCOBERTO;ALCOOL/GAS NATURAL VEICULAR;2
GOIAS;SANTO ANTONIO DO DESCOBERTO;ALCOOL/GASOLINA;2417
GOIAS;SANTO ANTONIO DO DESCOBERTO;DIESEL;937
GOIAS;SANTO ANTONIO DO DESCOBERTO;GASOLINA;6589
GOIAS;SANTO ANTONIO DO DESCOBERTO;GASOLINA/ALCOOL/GAS NATURAL;7
GOIAS;SANTO ANTONIO DO DESCOBERTO;GASOLINA/GAS NATURAL VEICULAR;20
GOIAS;SANTO ANTONIO DO DESCOBERTO;Sem Informa̤̣o;875
GOIAS;SAO DOMINGOS;ALCOOL;104
GOIAS;SAO DOMINGOS;ALCOOL/GAS NATURAL COMBUSTIVEL;1
GOIAS;SAO DOMINGOS;ALCOOL/GASOLINA;780
GOIAS;SAO DOMINGOS;DIESEL;193
GOIAS;SAO DOMINGOS;GASOL/GAS NATURAL COMBUSTIVEL;1
GOIAS;SAO DOMINGOS;GASOLINA;1198
GOIAS;SAO DOMINGOS;Sem Informa̤̣o;51
GOIAS;SAO FRANCISCO DE GOIAS;ALCOOL;198
GOIAS;SAO FRANCISCO DE GOIAS;ALCOOL/GASOLINA;719
GOIAS;SAO FRANCISCO DE GOIAS;DIESEL;183
GOIAS;SAO FRANCISCO DE GOIAS;GASOLINA;1271
GOIAS;SAO FRANCISCO DE GOIAS;Sem Informa̤̣o;110
GOIAS;SAO JOAO D'ALIANCA;ALCOOL;278
GOIAS;SAO JOAO D'ALIANCA;ALCOOL/GAS NATURAL VEICULAR;1
GOIAS;SAO JOAO D'ALIANCA;ALCOOL/GASOLINA;722
GOIAS;SAO JOAO D'ALIANCA;DIESEL;406
GOIAS;SAO JOAO D'ALIANCA;GASOLINA;1413
GOIAS;SAO JOAO D'ALIANCA;GASOLINA/ALCOOL/GAS NATURAL;1
GOIAS;SAO JOAO D'ALIANCA;GASOLINA/GAS NATURAL VEICULAR;1
GOIAS;SAO JOAO D'ALIANCA;Sem Informa̤̣o;209
GOIAS;SAO JOAO DA PARAUNA;ALCOOL;41
GOIAS;SAO JOAO DA PARAUNA;ALCOOL/GASOLINA;363
GOIAS;SAO JOAO DA PARAUNA;DIESEL;95
GOIAS;SAO JOAO DA PARAUNA;GASOLINA;475
GOIAS;SAO JOAO DA PARAUNA;Sem Informa̤̣o;64
GOIAS;SAO LUIS DE MONTES BELOS;ALCOOL;831
GOIAS;SAO LUIS DE MONTES BELOS;ALCOOL/GASOLINA;9995
GOIAS;SAO LUIS DE MONTES BELOS;DIESEL;1602
GOIAS;SAO LUIS DE MONTES BELOS;GASOLINA;9835
GOIAS;SAO LUIS DE MONTES BELOS;GASOLINA/ALCOOL/GAS NATURAL;2
GOIAS;SAO LUIS DE MONTES BELOS;GASOLINA/GAS NATURAL VEICULAR;8
GOIAS;SAO LUIS DE MONTES BELOS;Sem Informa̤̣o;1481
GOIAS;SAO LUIZ DO NORTE;ALCOOL;120
GOIAS;SAO LUIZ DO NORTE;ALCOOL/GASOLINA;529
GOIAS;SAO LUIZ DO NORTE;DIESEL;206
GOIAS;SAO LUIZ DO NORTE;GASOLINA;965
GOIAS;SAO LUIZ DO NORTE;Sem Informa̤̣o;136
GOIAS;SAO MIGUEL DO ARAGUAIA;ALCOOL;492
GOIAS;SAO MIGUEL DO ARAGUAIA;ALCOOL/GAS NATURAL COMBUSTIVEL;1
GOIAS;SAO MIGUEL DO ARAGUAIA;ALCOOL/GASOLINA;4463
GOIAS;SAO MIGUEL DO ARAGUAIA;DIESEL;1493
GOIAS;SAO MIGUEL DO ARAGUAIA;GASOL/GAS NATURAL COMBUSTIVEL;1
GOIAS;SAO MIGUEL DO ARAGUAIA;GASOLINA;6114
GOIAS;SAO MIGUEL DO ARAGUAIA;GASOLINA/ALCOOL/GAS NATURAL;4
GOIAS;SAO MIGUEL DO ARAGUAIA;GASOLINA/GAS NATURAL VEICULAR;5
GOIAS;SAO MIGUEL DO ARAGUAIA;Sem Informa̤̣o;1060
GOIAS;SAO MIGUEL DO PASSA QUATRO;ALCOOL;75
GOIAS;SAO MIGUEL DO PASSA QUATRO;ALCOOL/GASOLINA;559
GOIAS;SAO MIGUEL DO PASSA QUATRO;DIESEL;137
GOIAS;SAO MIGUEL DO PASSA QUATRO;GASOLINA;854
GOIAS;SAO MIGUEL DO PASSA QUATRO;GASOLINA/ALCOOL/GAS NATURAL;1
GOIAS;SAO MIGUEL DO PASSA QUATRO;GASOLINA/GAS NATURAL VEICULAR;1
GOIAS;SAO MIGUEL DO PASSA QUATRO;Sem Informa̤̣o;51
GOIAS;SAO PATRICIO;ALCOOL;24
GOIAS;SAO PATRICIO;ALCOOL/GASOLINA;429
GOIAS;SAO PATRICIO;DIESEL;66
GOIAS;SAO PATRICIO;GASOLINA;344
GOIAS;SAO PATRICIO;Sem Informa̤̣o;47
GOIAS;SAO SIMAO;ALCOOL;411
GOIAS;SAO SIMAO;ALCOOL/GAS NATURAL VEICULAR;1
GOIAS;SAO SIMAO;ALCOOL/GASOLINA;3424
GOIAS;SAO SIMAO;DIESEL;786
GOIAS;SAO SIMAO;ELETRICO/FONTE INTERNA;3
GOIAS;SAO SIMAO;GAS NATURAL VEICULAR;1
GOIAS;SAO SIMAO;GASOLINA;4065
GOIAS;SAO SIMAO;GASOLINA/ALCOOL/GAS NATURAL;4
GOIAS;SAO SIMAO;GASOLINA/GAS NATURAL VEICULAR;3
