UF;Municipio;Combustivel Veiculo;Qtd. Veiculos
ACRE;FEIJO;Sem Informa̤̣o;21
ACRE;JORDAO;ALCOOL/GASOLINA;60
ACRE;JORDAO;DIESEL;12
ACRE;JORDAO;GASOLINA;44
ACRE;MANCIO LIMA;ALCOOL;20
ACRE;MANCIO LIMA;ALCOOL/GASOLINA;1215
ACRE;MANCIO LIMA;DIESEL;246
ACRE;MANCIO LIMA;GASOLINA;2090
ACRE;MANCIO LIMA;GASOLINA/GAS NATURAL VEICULAR;1
ACRE;MANCIO LIMA;Sem Informa̤̣o;6
ACRE;MANOEL URBANO;ALCOOL/GASOLINA;510
ACRE;MANOEL URBANO;DIESEL;136
ACRE;MANOEL URBANO;GASOLINA;425
ACRE;MANOEL URBANO;Sem Informa̤̣o;31
ACRE;MARECHAL THAUMATURGO;ALCOOL/GASOLINA;135
ACRE;MARECHAL THAUMATURGO;DIESEL;35
ACRE;MARECHAL THAUMATURGO;GASOLINA;175
ACRE;PLACIDO DE CASTRO;ALCOOL;62
ACRE;PLACIDO DE CASTRO;ALCOOL/GASOLINA;1463
ACRE;PLACIDO DE CASTRO;DIESEL;513
ACRE;PLACIDO DE CASTRO;GASOLINA;2502
ACRE;PLACIDO DE CASTRO;Sem Informa̤̣o;80
ACRE;PORTO ACRE;ALCOOL;37
ACRE;PORTO ACRE;ALCOOL/GASOLINA;1056
ACRE;PORTO ACRE;DIESEL;466
ACRE;PORTO ACRE;GASOLINA;2001
ACRE;PORTO ACRE;Sem Informa̤̣o;39
ACRE;PORTO WALTER;ALCOOL/GASOLINA;143
ACRE;PORTO WALTER;DIESEL;26
ACRE;PORTO WALTER;GASOLINA;124
ACRE;RIO BRANCO;ALCOOL;2866
ACRE;RIO BRANCO;ALCOOL/GAS NATURAL COMBUSTIVEL;1
ACRE;RIO BRANCO;ALCOOL/GASOLINA;73428
ACRE;RIO BRANCO;DIESEL;16747
ACRE;RIO BRANCO;ELETRICO/FONTE INTERNA;12
ACRE;RIO BRANCO;GASOL/GAS NATURAL COMBUSTIVEL;5
ACRE;RIO BRANCO;GASOLINA;87010
ACRE;RIO BRANCO;GASOLINA/ALCOOL/GAS NATURAL;1
ACRE;RIO BRANCO;GASOLINA/ELETRICO;27
ACRE;RIO BRANCO;GASOLINA/GAS NATURAL VEICULAR;7
ACRE;RIO BRANCO;Sem Informa̤̣o;3859
ACRE;RODRIGUES ALVES;ALCOOL;5
ACRE;RODRIGUES ALVES;ALCOOL/GASOLINA;548
ACRE;RODRIGUES ALVES;DIESEL;70
ACRE;RODRIGUES ALVES;GASOLINA;869
ACRE;RODRIGUES ALVES;Sem Informa̤̣o;1
ACRE;SANTA ROSA DO PURUS;ALCOOL/GASOLINA;56
ACRE;SANTA ROSA DO PURUS;DIESEL;25
ACRE;SANTA ROSA DO PURUS;GASOLINA;87
ACRE;SANTA ROSA DO PURUS;Sem Informa̤̣o;3
ACRE;SENA MADUREIRA;ALCOOL;38
ACRE;SENA MADUREIRA;ALCOOL/GASOLINA;3192
ACRE;SENA MADUREIRA;DIESEL;669
ACRE;SENA MADUREIRA;ELETRICO/FONTE INTERNA;1
ACRE;SENA MADUREIRA;GASOLINA;4269
ACRE;SENA MADUREIRA;Sem Informa̤̣o;64
ACRE;SENADOR GUIOMARD;ALCOOL;100
ACRE;SENADOR GUIOMARD;ALCOOL/GASOLINA;2255
ACRE;SENADOR GUIOMARD;DIESEL;858
ACRE;SENADOR GUIOMARD;GASOLINA;3277
ACRE;SENADOR GUIOMARD;Sem Informa̤̣o;199
ACRE;TARAUACA;ALCOOL;3
ACRE;TARAUACA;ALCOOL/GASOLINA;2038
ACRE;TARAUACA;DIESEL;459
ACRE;TARAUACA;GASOLINA;2257
ACRE;TARAUACA;Sem Informa̤̣o;32
ACRE;XAPURI;ALCOOL;13
ACRE;XAPURI;ALCOOL/GASOLINA;1557
ACRE;XAPURI;DIESEL;325
ACRE;XAPURI;GASOLINA;2179
ACRE;XAPURI;Sem Informa̤̣o;45
ALAGOAS;AGUA BRANCA;ALCOOL;42
ALAGOAS;AGUA BRANCA;ALCOOL/GASOLINA;1490
ALAGOAS;AGUA BRANCA;DIESEL;683
ALAGOAS;AGUA BRANCA;GASOLINA;2008
ALAGOAS;AGUA BRANCA;GASOLINA/ALCOOL/GAS NATURAL;1
ALAGOAS;AGUA BRANCA;GASOLINA/GAS NATURAL VEICULAR;3
ALAGOAS;AGUA BRANCA;Sem Informa̤̣o;33
ALAGOAS;ANADIA;ALCOOL;67
ALAGOAS;ANADIA;ALCOOL/GAS NATURAL VEICULAR;2
ALAGOAS;ANADIA;ALCOOL/GASOLINA;1166
ALAGOAS;ANADIA;DIESEL;177
ALAGOAS;ANADIA;GASOLINA;1252
ALAGOAS;ANADIA;GASOLINA/ALCOOL/GAS NATURAL;28
ALAGOAS;ANADIA;GASOLINA/GAS NATURAL VEICULAR;19
ALAGOAS;ANADIA;Sem Informa̤̣o;54
ALAGOAS;ARAPIRACA;ALCOOL;2598
ALAGOAS;ARAPIRACA;ALCOOL/GAS NATURAL VEICULAR;21
ALAGOAS;ARAPIRACA;ALCOOL/GASOLINA;44057
ALAGOAS;ARAPIRACA;DIESEL;7247
ALAGOAS;ARAPIRACA;GASOL/GAS NATURAL COMBUSTIVEL;1
ALAGOAS;ARAPIRACA;GASOLINA;51595
ALAGOAS;ARAPIRACA;GASOLINA/ALCOOL/GAS NATURAL;237
ALAGOAS;ARAPIRACA;GASOLINA/ELETRICO;2
ALAGOAS;ARAPIRACA;GASOLINA/GAS NATURAL VEICULAR;360
ALAGOAS;ARAPIRACA;Sem Informa̤̣o;2853
ALAGOAS;ATALAIA;ALCOOL;369
ALAGOAS;ATALAIA;ALCOOL/GAS NATURAL VEICULAR;36
ALAGOAS;ATALAIA;ALCOOL/GASOLINA;2363
ALAGOAS;ATALAIA;DIESEL;491
ALAGOAS;ATALAIA;GASOLINA;2355
ALAGOAS;ATALAIA;GASOLINA/ALCOOL/GAS NATURAL;279
ALAGOAS;ATALAIA;GASOLINA/GAS NATURAL VEICULAR;264
ALAGOAS;ATALAIA;Sem Informa̤̣o;440
ALAGOAS;BARRA DE SANTO ANTONIO;ALCOOL;77
ALAGOAS;BARRA DE SANTO ANTONIO;ALCOOL/GAS NATURAL VEICULAR;7
ALAGOAS;BARRA DE SANTO ANTONIO;ALCOOL/GASOLINA;863
ALAGOAS;BARRA DE SANTO ANTONIO;DIESEL;107
ALAGOAS;BARRA DE SANTO ANTONIO;GASOLINA;861
ALAGOAS;BARRA DE SANTO ANTONIO;GASOLINA/ALCOOL/GAS NATURAL;68
ALAGOAS;BARRA DE SANTO ANTONIO;GASOLINA/GAS NATURAL VEICULAR;56
ALAGOAS;BARRA DE SANTO ANTONIO;Sem Informa̤̣o;78
ALAGOAS;BARRA DE SAO MIGUEL;ALCOOL;54
ALAGOAS;BARRA DE SAO MIGUEL;ALCOOL/GAS NATURAL VEICULAR;2
ALAGOAS;BARRA DE SAO MIGUEL;ALCOOL/GASOLINA;758
ALAGOAS;BARRA DE SAO MIGUEL;DIESEL;107
ALAGOAS;BARRA DE SAO MIGUEL;GASOLINA;824
ALAGOAS;BARRA DE SAO MIGUEL;GASOLINA/ALCOOL/GAS NATURAL;48
ALAGOAS;BARRA DE SAO MIGUEL;GASOLINA/GAS NATURAL VEICULAR;24
ALAGOAS;BARRA DE SAO MIGUEL;Sem Informa̤̣o;65
ALAGOAS;BATALHA;ALCOOL;84
ALAGOAS;BATALHA;ALCOOL/GAS NATURAL VEICULAR;2
ALAGOAS;BATALHA;ALCOOL/GASOLINA;1244
ALAGOAS;BATALHA;DIESEL;316
ALAGOAS;BATALHA;GASOLINA;1994
ALAGOAS;BATALHA;GASOLINA/ALCOOL/GAS NATURAL;3
ALAGOAS;BATALHA;GASOLINA/GAS NATURAL VEICULAR;7
ALAGOAS;BATALHA;Sem Informa̤̣o;73
ALAGOAS;BELEM;ALCOOL;27
ALAGOAS;BELEM;ALCOOL/GAS NATURAL VEICULAR;4
ALAGOAS;BELEM;ALCOOL/GASOLINA;391
ALAGOAS;BELEM;DIESEL;60
ALAGOAS;BELEM;GASOLINA;612
ALAGOAS;BELEM;GASOLINA/ALCOOL/GAS NATURAL;11
ALAGOAS;BELEM;GASOLINA/GAS NATURAL VEICULAR;18
ALAGOAS;BELEM;Sem Informa̤̣o;32
ALAGOAS;BELO MONTE;ALCOOL;6
ALAGOAS;BELO MONTE;ALCOOL/GASOLINA;274
ALAGOAS;BELO MONTE;DIESEL;83
ALAGOAS;BELO MONTE;GASOLINA;392
ALAGOAS;BELO MONTE;GASOLINA/ALCOOL/GAS NATURAL;1
ALAGOAS;BELO MONTE;Sem Informa̤̣o;2
ALAGOAS;BOCA DA MATA;ALCOOL;183
ALAGOAS;BOCA DA MATA;ALCOOL/GAS NATURAL VEICULAR;5
ALAGOAS;BOCA DA MATA;ALCOOL/GASOLINA;2139
ALAGOAS;BOCA DA MATA;DIESEL;448
ALAGOAS;BOCA DA MATA;GASOLINA;2485
ALAGOAS;BOCA DA MATA;GASOLINA/ALCOOL/GAS NATURAL;42
ALAGOAS;BOCA DA MATA;GASOLINA/GAS NATURAL VEICULAR;23
ALAGOAS;BOCA DA MATA;Sem Informa̤̣o;237
ALAGOAS;BRANQUINHA;ALCOOL;41
ALAGOAS;BRANQUINHA;ALCOOL/GASOLINA;506
ALAGOAS;BRANQUINHA;DIESEL;99
ALAGOAS;BRANQUINHA;GASOLINA;740
ALAGOAS;BRANQUINHA;GASOLINA/ALCOOL/GAS NATURAL;2
ALAGOAS;BRANQUINHA;GASOLINA/GAS NATURAL VEICULAR;10
ALAGOAS;BRANQUINHA;Sem Informa̤̣o;29
ALAGOAS;CACIMBINHAS;ALCOOL;62
ALAGOAS;CACIMBINHAS;ALCOOL/GAS NATURAL VEICULAR;2
ALAGOAS;CACIMBINHAS;ALCOOL/GASOLINA;673
ALAGOAS;CACIMBINHAS;DIESEL;209
ALAGOAS;CACIMBINHAS;GASOLINA;1100
ALAGOAS;CACIMBINHAS;GASOLINA/ALCOOL/GAS NATURAL;3
ALAGOAS;CACIMBINHAS;GASOLINA/GAS NATURAL VEICULAR;1
ALAGOAS;CACIMBINHAS;Sem Informa̤̣o;47
ALAGOAS;CAJUEIRO;ALCOOL;102
ALAGOAS;CAJUEIRO;ALCOOL/GAS NATURAL VEICULAR;9
ALAGOAS;CAJUEIRO;ALCOOL/GASOLINA;1116
ALAGOAS;CAJUEIRO;DIESEL;184
ALAGOAS;CAJUEIRO;GASOLINA;1290
ALAGOAS;CAJUEIRO;GASOLINA/ALCOOL/GAS NATURAL;45
ALAGOAS;CAJUEIRO;GASOLINA/GAS NATURAL VEICULAR;45
ALAGOAS;CAJUEIRO;Sem Informa̤̣o;124
ALAGOAS;CAMPESTRE;ALCOOL;21
ALAGOAS;CAMPESTRE;ALCOOL/GASOLINA;254
ALAGOAS;CAMPESTRE;DIESEL;117
ALAGOAS;CAMPESTRE;GASOLINA;200
ALAGOAS;CAMPESTRE;GASOLINA/ALCOOL/GAS NATURAL;12
ALAGOAS;CAMPESTRE;GASOLINA/GAS NATURAL VEICULAR;6
ALAGOAS;CAMPESTRE;Sem Informa̤̣o;23
ALAGOAS;CAMPO ALEGRE;ALCOOL;133
ALAGOAS;CAMPO ALEGRE;ALCOOL/GAS NATURAL VEICULAR;2
ALAGOAS;CAMPO ALEGRE;ALCOOL/GASOLINA;2244
ALAGOAS;CAMPO ALEGRE;DIESEL;524
ALAGOAS;CAMPO ALEGRE;GASOLINA;1796
ALAGOAS;CAMPO ALEGRE;GASOLINA/ALCOOL/GAS NATURAL;9
ALAGOAS;CAMPO ALEGRE;GASOLINA/GAS NATURAL VEICULAR;8
ALAGOAS;CAMPO ALEGRE;Sem Informa̤̣o;218
ALAGOAS;CAMPO GRANDE;ALCOOL;12
ALAGOAS;CAMPO GRANDE;ALCOOL/GAS NATURAL VEICULAR;2
ALAGOAS;CAMPO GRANDE;ALCOOL/GASOLINA;1119
ALAGOAS;CAMPO GRANDE;DIESEL;100
ALAGOAS;CAMPO GRANDE;GASOLINA;1166
ALAGOAS;CAMPO GRANDE;GASOLINA/ALCOOL/GAS NATURAL;24
ALAGOAS;CAMPO GRANDE;GASOLINA/GAS NATURAL VEICULAR;6
ALAGOAS;CAMPO GRANDE;Sem Informa̤̣o;14
ALAGOAS;CANAPI;ALCOOL;43
ALAGOAS;CANAPI;ALCOOL/GASOLINA;738
ALAGOAS;CANAPI;DIESEL;317
ALAGOAS;CANAPI;GASOLINA;1480
ALAGOAS;CANAPI;GASOLINA/ALCOOL/GAS NATURAL;2
ALAGOAS;CANAPI;GASOLINA/GAS NATURAL VEICULAR;2
ALAGOAS;CANAPI;Sem Informa̤̣o;30
ALAGOAS;CAPELA;ALCOOL;39
ALAGOAS;CAPELA;ALCOOL/GAS NATURAL VEICULAR;1
ALAGOAS;CAPELA;ALCOOL/GASOLINA;851
ALAGOAS;CAPELA;DIESEL;181
ALAGOAS;CAPELA;GASOLINA;780
ALAGOAS;CAPELA;GASOLINA/ALCOOL/GAS NATURAL;64
ALAGOAS;CAPELA;GASOLINA/GAS NATURAL VEICULAR;34
ALAGOAS;CAPELA;Sem Informa̤̣o;95
ALAGOAS;CARNEIROS;ALCOOL;17
ALAGOAS;CARNEIROS;ALCOOL/GASOLINA;361
ALAGOAS;CARNEIROS;DIESEL;102
ALAGOAS;CARNEIROS;GASOLINA;667
ALAGOAS;CARNEIROS;GASOLINA/ALCOOL/GAS NATURAL;2
ALAGOAS;CARNEIROS;GASOLINA/GAS NATURAL VEICULAR;1
ALAGOAS;CARNEIROS;Sem Informa̤̣o;25
ALAGOAS;CHA PRETA;ALCOOL;18
ALAGOAS;CHA PRETA;ALCOOL/GAS NATURAL VEICULAR;2
ALAGOAS;CHA PRETA;ALCOOL/GASOLINA;468
ALAGOAS;CHA PRETA;DIESEL;94
ALAGOAS;CHA PRETA;GASOLINA;634
ALAGOAS;CHA PRETA;GASOLINA/ALCOOL/GAS NATURAL;14
ALAGOAS;CHA PRETA;GASOLINA/GAS NATURAL VEICULAR;8
ALAGOAS;CHA PRETA;Sem Informa̤̣o;19
ALAGOAS;COITE DO NOIA;ALCOOL;25
ALAGOAS;COITE DO NOIA;ALCOOL/GASOLINA;1100
ALAGOAS;COITE DO NOIA;DIESEL;152
ALAGOAS;COITE DO NOIA;GASOLINA;1393
ALAGOAS;COITE DO NOIA;GASOLINA/GAS NATURAL VEICULAR;2
ALAGOAS;COITE DO NOIA;Sem Informa̤̣o;23
ALAGOAS;COLONIA LEOPOLDINA;ALCOOL;72
ALAGOAS;COLONIA LEOPOLDINA;ALCOOL/GASOLINA;745
ALAGOAS;COLONIA LEOPOLDINA;DIESEL;223
ALAGOAS;COLONIA LEOPOLDINA;GASOLINA;600
ALAGOAS;COLONIA LEOPOLDINA;GASOLINA/ALCOOL/GAS NATURAL;13
ALAGOAS;COLONIA LEOPOLDINA;GASOLINA/GAS NATURAL VEICULAR;4
ALAGOAS;COLONIA LEOPOLDINA;Sem Informa̤̣o;25
ALAGOAS;COQUEIRO SECO;ALCOOL;39
ALAGOAS;COQUEIRO SECO;ALCOOL/GAS NATURAL VEICULAR;5
ALAGOAS;COQUEIRO SECO;ALCOOL/GASOLINA;391
ALAGOAS;COQUEIRO SECO;DIESEL;33
ALAGOAS;COQUEIRO SECO;GASOLINA;478
ALAGOAS;COQUEIRO SECO;GASOLINA/ALCOOL/GAS NATURAL;30
ALAGOAS;COQUEIRO SECO;GASOLINA/GAS NATURAL VEICULAR;27
ALAGOAS;COQUEIRO SECO;Sem Informa̤̣o;23
ALAGOAS;CORURIPE;ALCOOL;289
ALAGOAS;CORURIPE;ALCOOL/GAS NATURAL VEICULAR;6
ALAGOAS;CORURIPE;ALCOOL/GASOLINA;6134
ALAGOAS;CORURIPE;DIESEL;1018
ALAGOAS;CORURIPE;GASOLINA;4964
ALAGOAS;CORURIPE;GASOLINA/ALCOOL/GAS NATURAL;74
ALAGOAS;CORURIPE;GASOLINA/GAS NATURAL VEICULAR;35
ALAGOAS;CORURIPE;Sem Informa̤̣o;673
ALAGOAS;CRAIBAS;ALCOOL;97
ALAGOAS;CRAIBAS;ALCOOL/GASOLINA;2266
ALAGOAS;CRAIBAS;DIESEL;416
ALAGOAS;CRAIBAS;GASOLINA;2697
ALAGOAS;CRAIBAS;GASOLINA/ALCOOL/GAS NATURAL;5
ALAGOAS;CRAIBAS;GASOLINA/GAS NATURAL VEICULAR;9
ALAGOAS;CRAIBAS;Sem Informa̤̣o;75
ALAGOAS;DELMIRO GOUVEIA;ALCOOL;841
ALAGOAS;DELMIRO GOUVEIA;ALCOOL/GAS NATURAL VEICULAR;4
ALAGOAS;DELMIRO GOUVEIA;ALCOOL/GASOLINA;6628
ALAGOAS;DELMIRO GOUVEIA;DIESEL;2314
ALAGOAS;DELMIRO GOUVEIA;GASOLINA;10027
ALAGOAS;DELMIRO GOUVEIA;GASOLINA/ALCOOL/GAS NATURAL;14
ALAGOAS;DELMIRO GOUVEIA;GASOLINA/GAS NATURAL VEICULAR;37
ALAGOAS;DELMIRO GOUVEIA;Sem Informa̤̣o;295
ALAGOAS;DOIS RIACHOS;ALCOOL;49
ALAGOAS;DOIS RIACHOS;ALCOOL/GASOLINA;795
ALAGOAS;DOIS RIACHOS;DIESEL;201
ALAGOAS;DOIS RIACHOS;GASOLINA;1530
ALAGOAS;DOIS RIACHOS;GASOLINA/ALCOOL/GAS NATURAL;2
ALAGOAS;DOIS RIACHOS;GASOLINA/GAS NATURAL VEICULAR;6
ALAGOAS;DOIS RIACHOS;Sem Informa̤̣o;59
ALAGOAS;ESTRELA DE ALAGOAS;ALCOOL;70
ALAGOAS;ESTRELA DE ALAGOAS;ALCOOL/GASOLINA;1210
ALAGOAS;ESTRELA DE ALAGOAS;DIESEL;298
ALAGOAS;ESTRELA DE ALAGOAS;GASOLINA;1746
ALAGOAS;ESTRELA DE ALAGOAS;GASOLINA/ALCOOL/GAS NATURAL;6
ALAGOAS;ESTRELA DE ALAGOAS;GASOLINA/GAS NATURAL VEICULAR;8
ALAGOAS;ESTRELA DE ALAGOAS;Sem Informa̤̣o;62
ALAGOAS;FEIRA GRANDE;ALCOOL;34
ALAGOAS;FEIRA GRANDE;ALCOOL/GASOLINA;2029
ALAGOAS;FEIRA GRANDE;DIESEL;311
ALAGOAS;FEIRA GRANDE;GASOLINA;2357
ALAGOAS;FEIRA GRANDE;GASOLINA/ALCOOL/GAS NATURAL;5
ALAGOAS;FEIRA GRANDE;GASOLINA/GAS NATURAL VEICULAR;4
ALAGOAS;FEIRA GRANDE;Sem Informa̤̣o;25
ALAGOAS;FELIZ DESERTO;ALCOOL;16
ALAGOAS;FELIZ DESERTO;ALCOOL/GAS NATURAL VEICULAR;1
ALAGOAS;FELIZ DESERTO;ALCOOL/GASOLINA;276
ALAGOAS;FELIZ DESERTO;DIESEL;38
ALAGOAS;FELIZ DESERTO;GASOLINA;262
ALAGOAS;FELIZ DESERTO;GASOLINA/GAS NATURAL VEICULAR;4
ALAGOAS;FELIZ DESERTO;Sem Informa̤̣o;22
ALAGOAS;FLEXEIRAS;ALCOOL;101
ALAGOAS;FLEXEIRAS;ALCOOL/GAS NATURAL VEICULAR;7
ALAGOAS;FLEXEIRAS;ALCOOL/GASOLINA;459
ALAGOAS;FLEXEIRAS;DIESEL;144
ALAGOAS;FLEXEIRAS;GASOLINA;623
ALAGOAS;FLEXEIRAS;GASOLINA/ALCOOL/GAS NATURAL;34
ALAGOAS;FLEXEIRAS;GASOLINA/GAS NATURAL VEICULAR;36
ALAGOAS;FLEXEIRAS;Sem Informa̤̣o;49
ALAGOAS;GIRAU DO PONCIANO;ALCOOL;141
ALAGOAS;GIRAU DO PONCIANO;ALCOOL/GASOLINA;3360
ALAGOAS;GIRAU DO PONCIANO;DIESEL;557
ALAGOAS;GIRAU DO PONCIANO;GASOLINA;4386
ALAGOAS;GIRAU DO PONCIANO;GASOLINA/ALCOOL/GAS NATURAL;10
ALAGOAS;GIRAU DO PONCIANO;GASOLINA/GAS NATURAL VEICULAR;10
ALAGOAS;GIRAU DO PONCIANO;Sem Informa̤̣o;80
ALAGOAS;IBATEGUARA;ALCOOL;76
ALAGOAS;IBATEGUARA;ALCOOL/GAS NATURAL VEICULAR;2
ALAGOAS;IBATEGUARA;ALCOOL/GASOLINA;675
ALAGOAS;IBATEGUARA;DIESEL;205
ALAGOAS;IBATEGUARA;GASOLINA;1109
ALAGOAS;IBATEGUARA;GASOLINA/ALCOOL/GAS NATURAL;14
ALAGOAS;IBATEGUARA;GASOLINA/GAS NATURAL VEICULAR;9
ALAGOAS;IBATEGUARA;Sem Informa̤̣o;29
ALAGOAS;IGACI;ALCOOL;91
ALAGOAS;IGACI;ALCOOL/GAS NATURAL VEICULAR;1
ALAGOAS;IGACI;ALCOOL/GASOLINA;2163
ALAGOAS;IGACI;DIESEL;482
ALAGOAS;IGACI;GASOLINA;2523
ALAGOAS;IGACI;GASOLINA/ALCOOL/GAS NATURAL;9
ALAGOAS;IGACI;GASOLINA/GAS NATURAL VEICULAR;16
ALAGOAS;IGACI;Sem Informa̤̣o;84
ALAGOAS;IGREJA NOVA;ALCOOL;24
ALAGOAS;IGREJA NOVA;ALCOOL/GASOLINA;1879
ALAGOAS;IGREJA NOVA;DIESEL;254
ALAGOAS;IGREJA NOVA;GASOLINA;2220
ALAGOAS;IGREJA NOVA;GASOLINA/ALCOOL/GAS NATURAL;1
ALAGOAS;IGREJA NOVA;GASOLINA/GAS NATURAL VEICULAR;3
ALAGOAS;IGREJA NOVA;Sem Informa̤̣o;91
ALAGOAS;INHAPI;ALCOOL;54
ALAGOAS;INHAPI;ALCOOL/GASOLINA;1534
ALAGOAS;INHAPI;DIESEL;334
ALAGOAS;INHAPI;GASOLINA;2145
ALAGOAS;INHAPI;GASOLINA/ALCOOL/GAS NATURAL;1
ALAGOAS;INHAPI;GASOLINA/GAS NATURAL VEICULAR;3
ALAGOAS;INHAPI;Sem Informa̤̣o;55
ALAGOAS;JACARE DOS HOMENS;ALCOOL;19
ALAGOAS;JACARE DOS HOMENS;ALCOOL/GASOLINA;300
ALAGOAS;JACARE DOS HOMENS;DIESEL;97
ALAGOAS;JACARE DOS HOMENS;GASOLINA;492
ALAGOAS;JACARE DOS HOMENS;GASOLINA/ALCOOL/GAS NATURAL;3
ALAGOAS;JACARE DOS HOMENS;GASOLINA/GAS NATURAL VEICULAR;2
ALAGOAS;JACARE DOS HOMENS;Sem Informa̤̣o;16
ALAGOAS;JACUIPE;ALCOOL;10
ALAGOAS;JACUIPE;ALCOOL/GAS NATURAL VEICULAR;3
ALAGOAS;JACUIPE;ALCOOL/GASOLINA;236
ALAGOAS;JACUIPE;DIESEL;72
ALAGOAS;JACUIPE;GASOLINA;254
ALAGOAS;JACUIPE;GASOLINA/ALCOOL/GAS NATURAL;6
ALAGOAS;JACUIPE;GASOLINA/GAS NATURAL VEICULAR;4
ALAGOAS;JACUIPE;Sem Informa̤̣o;7
ALAGOAS;JAPARATINGA;ALCOOL;22
ALAGOAS;JAPARATINGA;ALCOOL/GAS NATURAL VEICULAR;3
ALAGOAS;JAPARATINGA;ALCOOL/GASOLINA;575
ALAGOAS;JAPARATINGA;DIESEL;95
ALAGOAS;JAPARATINGA;GASOLINA;530
ALAGOAS;JAPARATINGA;GASOLINA/ALCOOL/GAS NATURAL;44
ALAGOAS;JAPARATINGA;GASOLINA/GAS NATURAL VEICULAR;35
ALAGOAS;JAPARATINGA;Sem Informa̤̣o;27
ALAGOAS;JARAMATAIA;ALCOOL;27
ALAGOAS;JARAMATAIA;ALCOOL/GASOLINA;337
ALAGOAS;JARAMATAIA;DIESEL;78
ALAGOAS;JARAMATAIA;GASOLINA;380
ALAGOAS;JARAMATAIA;GASOLINA/ALCOOL/GAS NATURAL;1
ALAGOAS;JARAMATAIA;Sem Informa̤̣o;13
ALAGOAS;JEQUIA DA PRAIA;ALCOOL;22
ALAGOAS;JEQUIA DA PRAIA;ALCOOL/GASOLINA;694
ALAGOAS;JEQUIA DA PRAIA;DIESEL;106
ALAGOAS;JEQUIA DA PRAIA;GASOLINA;394
ALAGOAS;JEQUIA DA PRAIA;GASOLINA/ALCOOL/GAS NATURAL;17
ALAGOAS;JEQUIA DA PRAIA;GASOLINA/GAS NATURAL VEICULAR;11
ALAGOAS;JEQUIA DA PRAIA;Sem Informa̤̣o;49
ALAGOAS;JOAQUIM GOMES;ALCOOL;142
ALAGOAS;JOAQUIM GOMES;ALCOOL/GAS NATURAL VEICULAR;9
ALAGOAS;JOAQUIM GOMES;ALCOOL/GASOLINA;752
ALAGOAS;JOAQUIM GOMES;DIESEL;357
ALAGOAS;JOAQUIM GOMES;GASOLINA;1043
