UF;Municipio;Combustivel Veiculo;Qtd. Veiculos
GOIAS;GOUVELANDIA;Sem Informação;122
GOIAS;GUAPO;ALCOOL;283
GOIAS;GUAPO;ALCOOL/GAS NATURAL VEICULAR;2
GOIAS;GUAPO;ALCOOL/GASOLINA;3387
GOIAS;GUAPO;DIESEL;801
GOIAS;GUAPO;GASOL/GAS NATURAL COMBUSTIVEL;1
GOIAS;GUAPO;GASOLINA;3776
GOIAS;GUAPO;GASOLINA/ALCOOL/ELETRICO;1
GOIAS;GUAPO;GASOLINA/ALCOOL/GAS NATURAL;1
GOIAS;GUAPO;GASOLINA/ELETRICO;1
GOIAS;GUAPO;GASOLINA/GAS NATURAL VEICULAR;3
GOIAS;GUAPO;Sem Informação;628
GOIAS;GUARAITA;ALCOOL;57
GOIAS;GUARAITA;ALCOOL/GASOLINA;536
GOIAS;GUARAITA;DIESEL;76
GOIAS;GUARAITA;GASOLINA;459
GOIAS;GUARAITA;GASOLINA/ALCOOL/GAS NATURAL;1
GOIAS;GUARAITA;GASOLINA/GAS NATURAL VEICULAR;1
GOIAS;GUARAITA;Sem Informação;71
GOIAS;GUARANI DE GOIAS;ALCOOL;48
GOIAS;GUARANI DE GOIAS;ALCOOL/GASOLINA;529
GOIAS;GUARANI DE GOIAS;DIESEL;83
GOIAS;GUARANI DE GOIAS;GASOLINA;606
GOIAS;GUARANI DE GOIAS;Sem Informação;21
GOIAS;GUARINOS;ALCOOL;13
GOIAS;GUARINOS;ALCOOL/GASOLINA;349
GOIAS;GUARINOS;DIESEL;58
GOIAS;GUARINOS;GASOLINA;209
GOIAS;GUARINOS;Sem Informação;13
GOIAS;HEITORAI;ALCOOL;83
GOIAS;HEITORAI;ALCOOL/GASOLINA;814
GOIAS;HEITORAI;DIESEL;138
GOIAS;HEITORAI;GAS NATURAL VEICULAR;1
GOIAS;HEITORAI;GASOLINA;827
GOIAS;HEITORAI;GASOLINA/GAS NATURAL VEICULAR;2
GOIAS;HEITORAI;Sem Informação;105
GOIAS;HIDROLANDIA;ALCOOL;402
GOIAS;HIDROLANDIA;ALCOOL/GASOLINA;4929
GOIAS;HIDROLANDIA;DIESEL;2454
GOIAS;HIDROLANDIA;ELETRICO/FONTE INTERNA;1
GOIAS;HIDROLANDIA;GASOLINA;5373
GOIAS;HIDROLANDIA;GASOLINA/ALCOOL/ELETRICO;3
GOIAS;HIDROLANDIA;GASOLINA/ALCOOL/GAS NATURAL;6
GOIAS;HIDROLANDIA;GASOLINA/ELETRICO;1
GOIAS;HIDROLANDIA;GASOLINA/GAS NATURAL VEICULAR;10
GOIAS;HIDROLANDIA;Sem Informação;831
GOIAS;HIDROLINA;ALCOOL;98
GOIAS;HIDROLINA;ALCOOL/GASOLINA;627
GOIAS;HIDROLINA;DIESEL;160
GOIAS;HIDROLINA;GASOLINA;726
GOIAS;HIDROLINA;GASOLINA/ALCOOL/ELETRICO;2
GOIAS;HIDROLINA;GASOLINA/GAS NATURAL VEICULAR;1
GOIAS;HIDROLINA;Sem Informação;75
GOIAS;IACIARA;ALCOOL;171
GOIAS;IACIARA;ALCOOL/GAS NATURAL VEICULAR;1
GOIAS;IACIARA;ALCOOL/GASOLINA;1692
GOIAS;IACIARA;DIESEL;455
GOIAS;IACIARA;GASOLINA;1745
GOIAS;IACIARA;GASOLINA/GAS NATURAL VEICULAR;1
GOIAS;IACIARA;Sem Informação;159
GOIAS;INACIOLANDIA;ALCOOL;99
GOIAS;INACIOLANDIA;ALCOOL/GASOLINA;1148
GOIAS;INACIOLANDIA;DIESEL;249
GOIAS;INACIOLANDIA;GASOLINA;991
GOIAS;INACIOLANDIA;GASOLINA/ALCOOL/ELETRICO;1
GOIAS;INACIOLANDIA;GASOLINA/ALCOOL/GAS NATURAL;1
GOIAS;INACIOLANDIA;GASOLINA/GAS NATURAL VEICULAR;1
GOIAS;INACIOLANDIA;Sem Informação;147
GOIAS;INDIARA;ALCOOL;374
GOIAS;INDIARA;ALCOOL/GASOLINA;3354
GOIAS;INDIARA;DIESEL;835
GOIAS;INDIARA;GASOLINA;3125
GOIAS;INDIARA;GASOLINA/ALCOOL/ELETRICO;3
GOIAS;INDIARA;GASOLINA/ALCOOL/GAS NATURAL;2
GOIAS;INDIARA;GASOLINA/GAS NATURAL VEICULAR;4
GOIAS;INDIARA;Sem Informação;714
GOIAS;INHUMAS;ALCOOL;1693
GOIAS;INHUMAS;ALCOOL/GAS NATURAL VEICULAR;8
GOIAS;INHUMAS;ALCOOL/GASOLINA;16583
GOIAS;INHUMAS;DIESEL;3908
GOIAS;INHUMAS;ELETRICO/FONTE EXTERNA;2
GOIAS;INHUMAS;ELETRICO/FONTE INTERNA;2
GOIAS;INHUMAS;GAS NATURAL VEICULAR;1
GOIAS;INHUMAS;GASOL/GAS NATURAL COMBUSTIVEL;1
GOIAS;INHUMAS;GASOLINA;17678
GOIAS;INHUMAS;GASOLINA/ALCOOL/ELETRICO;10
GOIAS;INHUMAS;GASOLINA/ALCOOL/GAS NATURAL;26
GOIAS;INHUMAS;GASOLINA/ELETRICO;6
GOIAS;INHUMAS;GASOLINA/GAS NATURAL VEICULAR;24
GOIAS;INHUMAS;Sem Informação;2703
GOIAS;IPAMERI;ALCOOL;855
GOIAS;IPAMERI;ALCOOL/GAS NATURAL COMBUSTIVEL;1
GOIAS;IPAMERI;ALCOOL/GAS NATURAL VEICULAR;1
GOIAS;IPAMERI;ALCOOL/GASOLINA;5727
GOIAS;IPAMERI;DIESEL;1810
GOIAS;IPAMERI;ELETRICO/FONTE EXTERNA;1
GOIAS;IPAMERI;GASOLINA;6587
GOIAS;IPAMERI;GASOLINA/ALCOOL/ELETRICO;7
GOIAS;IPAMERI;GASOLINA/ALCOOL/GAS NATURAL;6
GOIAS;IPAMERI;GASOLINA/ELETRICO;1
GOIAS;IPAMERI;GASOLINA/GAS NATURAL VEICULAR;9
GOIAS;IPAMERI;Sem Informação;756
GOIAS;IPIRANGA DE GOIAS;ALCOOL;34
GOIAS;IPIRANGA DE GOIAS;ALCOOL/GASOLINA;677
GOIAS;IPIRANGA DE GOIAS;DIESEL;136
GOIAS;IPIRANGA DE GOIAS;GASOLINA;599
GOIAS;IPIRANGA DE GOIAS;Sem Informação;72
GOIAS;IPORA;ALCOOL;1199
GOIAS;IPORA;ALCOOL/GAS NATURAL COMBUSTIVEL;1
GOIAS;IPORA;ALCOOL/GAS NATURAL VEICULAR;1
GOIAS;IPORA;ALCOOL/GASOLINA;12292
GOIAS;IPORA;DIESEL;2823
GOIAS;IPORA;GASOL/GAS NATURAL COMBUSTIVEL;1
GOIAS;IPORA;GASOLINA;13036
GOIAS;IPORA;GASOLINA/ALCOOL/ELETRICO;13
GOIAS;IPORA;GASOLINA/ALCOOL/GAS NATURAL;6
GOIAS;IPORA;GASOLINA/ELETRICO;2
GOIAS;IPORA;GASOLINA/GAS NATURAL VEICULAR;11
GOIAS;IPORA;Sem Informação;2200
GOIAS;ISRAELANDIA;ALCOOL;49
GOIAS;ISRAELANDIA;ALCOOL/GASOLINA;541
GOIAS;ISRAELANDIA;DIESEL;116
GOIAS;ISRAELANDIA;GASOLINA;465
GOIAS;ISRAELANDIA;Sem Informação;83
GOIAS;ITABERAI;ALCOOL;1363
GOIAS;ITABERAI;ALCOOL/GASOLINA;13073
GOIAS;ITABERAI;DIESEL;3166
GOIAS;ITABERAI;GASOL/GAS NATURAL COMBUSTIVEL;2
GOIAS;ITABERAI;GASOLINA;12537
GOIAS;ITABERAI;GASOLINA/ALCOOL/ELETRICO;4
GOIAS;ITABERAI;GASOLINA/ALCOOL/GAS NATURAL;21
GOIAS;ITABERAI;GASOLINA/ELETRICO;6
GOIAS;ITABERAI;GASOLINA/GAS NATURAL VEICULAR;25
GOIAS;ITABERAI;Sem Informação;2877
GOIAS;ITAGUARI;ALCOOL;219
GOIAS;ITAGUARI;ALCOOL/GASOLINA;1257
GOIAS;ITAGUARI;DIESEL;302
GOIAS;ITAGUARI;GASOLINA;1380
GOIAS;ITAGUARI;GASOLINA/ALCOOL/GAS NATURAL;3
GOIAS;ITAGUARI;GASOLINA/GAS NATURAL VEICULAR;1
GOIAS;ITAGUARI;Sem Informação;212
GOIAS;ITAGUARU;ALCOOL;247
GOIAS;ITAGUARU;ALCOOL/GAS NATURAL VEICULAR;1
GOIAS;ITAGUARU;ALCOOL/GASOLINA;1295
GOIAS;ITAGUARU;DIESEL;366
GOIAS;ITAGUARU;ELETRICO/FONTE EXTERNA;1
GOIAS;ITAGUARU;GASOLINA;1668
GOIAS;ITAGUARU;GASOLINA/ALCOOL/ELETRICO;1
GOIAS;ITAGUARU;GASOLINA/GAS NATURAL VEICULAR;3
GOIAS;ITAGUARU;Sem Informação;180
GOIAS;ITAJA;ALCOOL;171
GOIAS;ITAJA;ALCOOL/GAS NATURAL VEICULAR;1
GOIAS;ITAJA;ALCOOL/GASOLINA;1058
GOIAS;ITAJA;DIESEL;461
GOIAS;ITAJA;GASOLINA;1274
GOIAS;ITAJA;GASOLINA/ELETRICO;1
GOIAS;ITAJA;GASOLINA/GAS NATURAL VEICULAR;3
GOIAS;ITAJA;Sem Informação;140
GOIAS;ITAPACI;ALCOOL;413
GOIAS;ITAPACI;ALCOOL/GASOLINA;4937
GOIAS;ITAPACI;DIESEL;961
GOIAS;ITAPACI;GASOLINA;5118
GOIAS;ITAPACI;GASOLINA/ALCOOL/ELETRICO;2
GOIAS;ITAPACI;GASOLINA/ALCOOL/GAS NATURAL;2
GOIAS;ITAPACI;GASOLINA/GAS NATURAL VEICULAR;1
GOIAS;ITAPACI;Sem Informação;561
GOIAS;ITAPIRAPUA;ALCOOL;185
GOIAS;ITAPIRAPUA;ALCOOL/GASOLINA;1631
GOIAS;ITAPIRAPUA;DIESEL;363
GOIAS;ITAPIRAPUA;GASOLINA;2120
GOIAS;ITAPIRAPUA;GASOLINA/ALCOOL/ELETRICO;1
GOIAS;ITAPIRAPUA;GASOLINA/ALCOOL/GAS NATURAL;1
GOIAS;ITAPIRAPUA;GASOLINA/GAS NATURAL VEICULAR;3
GOIAS;ITAPIRAPUA;Sem Informação;290
GOIAS;ITAPURANGA;ALCOOL;875
GOIAS;ITAPURANGA;ALCOOL/GASOLINA;8986
GOIAS;ITAPURANGA;DIESEL;1762
GOIAS;ITAPURANGA;GASOLINA;9518
GOIAS;ITAPURANGA;GASOLINA/ALCOOL/ELETRICO;7
GOIAS;ITAPURANGA;GASOLINA/ALCOOL/GAS NATURAL;20
GOIAS;ITAPURANGA;GASOLINA/ELETRICO;1
GOIAS;ITAPURANGA;GASOLINA/GAS NATURAL VEICULAR;6
GOIAS;ITAPURANGA;Sem Informação;1614
GOIAS;ITARUMA;ALCOOL;119
GOIAS;ITARUMA;ALCOOL/GASOLINA;1204
GOIAS;ITARUMA;DIESEL;447
GOIAS;ITARUMA;GASOLINA;976
GOIAS;ITARUMA;GASOLINA/ELETRICO;1
GOIAS;ITARUMA;Sem Informação;136
GOIAS;ITAUCU;ALCOOL;271
GOIAS;ITAUCU;ALCOOL/GAS NATURAL VEICULAR;1
GOIAS;ITAUCU;ALCOOL/GASOLINA;1747
GOIAS;ITAUCU;DIESEL;364
GOIAS;ITAUCU;GASOLINA;1719
GOIAS;ITAUCU;GASOLINA/ALCOOL/GAS NATURAL;1
GOIAS;ITAUCU;GASOLINA/GAS NATURAL VEICULAR;3
GOIAS;ITAUCU;Sem Informação;254
GOIAS;ITUMBIARA;ALCOOL;2904
GOIAS;ITUMBIARA;ALCOOL/GAS NATURAL VEICULAR;2
GOIAS;ITUMBIARA;ALCOOL/GASOLINA;38211
GOIAS;ITUMBIARA;DIESEL;9219
GOIAS;ITUMBIARA;DIESEL/ELETRICO;1
GOIAS;ITUMBIARA;ELETRICO/FONTE EXTERNA;5
GOIAS;ITUMBIARA;ELETRICO/FONTE INTERNA;1
GOIAS;ITUMBIARA;GASOGENIO;1
GOIAS;ITUMBIARA;GASOLINA;36713
GOIAS;ITUMBIARA;GASOLINA/ALCOOL/ELETRICO;71
GOIAS;ITUMBIARA;GASOLINA/ALCOOL/GAS NATURAL;7
GOIAS;ITUMBIARA;GASOLINA/ELETRICO;14
GOIAS;ITUMBIARA;GASOLINA/GAS NATURAL VEICULAR;39
GOIAS;ITUMBIARA;Sem Informação;5782
GOIAS;IVOLANDIA;ALCOOL;33
GOIAS;IVOLANDIA;ALCOOL/GASOLINA;331
GOIAS;IVOLANDIA;DIESEL;71
GOIAS;IVOLANDIA;GASOLINA;366
GOIAS;IVOLANDIA;Sem Informação;39
GOIAS;JANDAIA;ALCOOL;165
GOIAS;JANDAIA;ALCOOL/GASOLINA;1383
GOIAS;JANDAIA;DIESEL;423
GOIAS;JANDAIA;GASOLINA;1405
GOIAS;JANDAIA;GASOLINA/ALCOOL/ELETRICO;1
GOIAS;JANDAIA;GASOLINA/ALCOOL/GAS NATURAL;1
GOIAS;JANDAIA;GASOLINA/GAS NATURAL VEICULAR;1
GOIAS;JANDAIA;Sem Informação;317
GOIAS;JARAGUA;ALCOOL;1506
GOIAS;JARAGUA;ALCOOL/GAS NATURAL VEICULAR;2
GOIAS;JARAGUA;ALCOOL/GASOLINA;11143
GOIAS;JARAGUA;DIESEL;1880
GOIAS;JARAGUA;ELETRICO/FONTE INTERNA;1
GOIAS;JARAGUA;GASOLINA;12132
GOIAS;JARAGUA;GASOLINA/ALCOOL/ELETRICO;6
GOIAS;JARAGUA;GASOLINA/ALCOOL/GAS NATURAL;10
GOIAS;JARAGUA;GASOLINA/ELETRICO;1
GOIAS;JARAGUA;GASOLINA/GAS NATURAL VEICULAR;25
GOIAS;JARAGUA;Sem Informação;1735
GOIAS;JATAI;ALCOOL;1983
GOIAS;JATAI;ALCOOL/GAS NATURAL VEICULAR;3
GOIAS;JATAI;ALCOOL/GASOLINA;35807
GOIAS;JATAI;DIESEL;10896
GOIAS;JATAI;DIESEL/ELETRICO;2
GOIAS;JATAI;ELETRICO/FONTE EXTERNA;4
GOIAS;JATAI;ELETRICO/FONTE INTERNA;2
GOIAS;JATAI;GASOGENIO;1
GOIAS;JATAI;GASOL/GAS NATURAL COMBUSTIVEL;1
GOIAS;JATAI;GASOLINA;31827
GOIAS;JATAI;GASOLINA/ALCOOL/ELETRICO;40
GOIAS;JATAI;GASOLINA/ALCOOL/GAS NATURAL;16
GOIAS;JATAI;GASOLINA/ELETRICO;33
GOIAS;JATAI;GASOLINA/GAS NATURAL VEICULAR;21
GOIAS;JATAI;Sem Informação;5832
GOIAS;JAUPACI;ALCOOL;62
GOIAS;JAUPACI;ALCOOL/GASOLINA;551
GOIAS;JAUPACI;DIESEL;107
GOIAS;JAUPACI;GASOLINA;716
GOIAS;JAUPACI;GASOLINA/ALCOOL/ELETRICO;1
GOIAS;JAUPACI;GASOLINA/GAS NATURAL VEICULAR;1
GOIAS;JAUPACI;Sem Informação;115
GOIAS;JESUPOLIS;ALCOOL;58
GOIAS;JESUPOLIS;ALCOOL/GASOLINA;325
GOIAS;JESUPOLIS;DIESEL;83
GOIAS;JESUPOLIS;GASOLINA;360
GOIAS;JESUPOLIS;GASOLINA/ALCOOL/GAS NATURAL;1
GOIAS;JESUPOLIS;GASOLINA/GAS NATURAL VEICULAR;1
GOIAS;JESUPOLIS;Sem Informação;39
GOIAS;JOVIANIA;ALCOOL;250
GOIAS;JOVIANIA;ALCOOL/GASOLINA;1783
GOIAS;JOVIANIA;DIESEL;829
GOIAS;JOVIANIA;GASOLINA;1961
GOIAS;JOVIANIA;GASOLINA/ALCOOL/ELETRICO;2
GOIAS;JOVIANIA;GASOLINA/GAS NATURAL VEICULAR;2
GOIAS;JOVIANIA;Sem Informação;661
GOIAS;JUSSARA;ALCOOL;630
GOIAS;JUSSARA;ALCOOL/GAS NATURAL VEICULAR;2
GOIAS;JUSSARA;ALCOOL/GASOLINA;6439
GOIAS;JUSSARA;DIESEL;1597
GOIAS;JUSSARA;ELETRICO/FONTE INTERNA;1
GOIAS;JUSSARA;GASOLINA;7671
GOIAS;JUSSARA;GASOLINA/ALCOOL/ELETRICO;1
GOIAS;JUSSARA;GASOLINA/ALCOOL/GAS NATURAL;7
GOIAS;JUSSARA;GASOLINA/ELETRICO;1
GOIAS;JUSSARA;GASOLINA/GAS NATURAL VEICULAR;5
GOIAS;JUSSARA;Sem Informação;1191
GOIAS;LAGOA SANTA;ALCOOL;31
GOIAS;LAGOA SANTA;ALCOOL/GASOLINA;236
GOIAS;LAGOA SANTA;DIESEL;103
GOIAS;LAGOA SANTA;GASOLINA;221
GOIAS;LAGOA SANTA;Sem Informação;43
GOIAS;LEOPOLDO DE BULHOES;ALCOOL;167
GOIAS;LEOPOLDO DE BULHOES;ALCOOL/GASOLINA;1204
GOIAS;LEOPOLDO DE BULHOES;DIESEL;621
GOIAS;LEOPOLDO DE BULHOES;ELETRICO/FONTE INTERNA;1
GOIAS;LEOPOLDO DE BULHOES;GASOLINA;1727
GOIAS;LEOPOLDO DE BULHOES;GASOLINA/ELETRICO;2
GOIAS;LEOPOLDO DE BULHOES;GASOLINA/GAS NATURAL VEICULAR;1
GOIAS;LEOPOLDO DE BULHOES;Sem Informação;287
GOIAS;LUZIANIA;ALCOOL;3554
GOIAS;LUZIANIA;ALCOOL/GAS NATURAL COMBUSTIVEL;1
GOIAS;LUZIANIA;ALCOOL/GAS NATURAL VEICULAR;2
GOIAS;LUZIANIA;ALCOOL/GASOLINA;23781
GOIAS;LUZIANIA;DIESEL;6540
GOIAS;LUZIANIA;ELETRICO/FONTE INTERNA;1
GOIAS;LUZIANIA;GAS NATURAL VEICULAR;1
GOIAS;LUZIANIA;GASOGENIO;1
GOIAS;LUZIANIA;GASOL/GAS NATURAL COMBUSTIVEL;1
GOIAS;LUZIANIA;GASOLINA;32179
GOIAS;LUZIANIA;GASOLINA/ALCOOL/ELETRICO;2
GOIAS;LUZIANIA;GASOLINA/ALCOOL/GAS NATURAL;22
GOIAS;LUZIANIA;GASOLINA/ELETRICO;4
GOIAS;LUZIANIA;GASOLINA/GAS NATURAL VEICULAR;66
GOIAS;LUZIANIA;Sem Informação;7302
GOIAS;MAIRIPOTABA;ALCOOL;64
GOIAS;MAIRIPOTABA;ALCOOL/GASOLINA;490
GOIAS;MAIRIPOTABA;DIESEL;118
GOIAS;MAIRIPOTABA;GASOLINA;634
GOIAS;MAIRIPOTABA;GASOLINA/ALCOOL/ELETRICO;1
GOIAS;MAIRIPOTABA;Sem Informação;71
GOIAS;MAMBAI;ALCOOL;102
GOIAS;MAMBAI;ALCOOL/GASOLINA;1043
GOIAS;MAMBAI;DIESEL;378
GOIAS;MAMBAI;GASOLINA;1225
GOIAS;MAMBAI;GASOLINA/ELETRICO;1
GOIAS;MAMBAI;Sem Informação;226
GOIAS;MARA ROSA;ALCOOL;258
GOIAS;MARA ROSA;ALCOOL/GASOLINA;2348
GOIAS;MARA ROSA;DIESEL;598
GOIAS;MARA ROSA;GASOLINA;2610
GOIAS;MARA ROSA;GASOLINA/GAS NATURAL VEICULAR;2
GOIAS;MARA ROSA;Sem Informação;293
GOIAS;MARZAGAO;ALCOOL;69
GOIAS;MARZAGAO;ALCOOL/GASOLINA;481
GOIAS;MARZAGAO;DIESEL;124
GOIAS;MARZAGAO;GASOLINA;578
GOIAS;MARZAGAO;GASOLINA/GAS NATURAL VEICULAR;1
GOIAS;MARZAGAO;Sem Informação;73
GOIAS;MATRINCHA;ALCOOL;64
GOIAS;MATRINCHA;ALCOOL/GASOLINA;879
GOIAS;MATRINCHA;DIESEL;204
GOIAS;MATRINCHA;GASOLINA;888
GOIAS;MATRINCHA;GASOLINA/GAS NATURAL VEICULAR;1
GOIAS;MATRINCHA;Sem Informação;103
GOIAS;MAURILANDIA;ALCOOL;320
GOIAS;MAURILANDIA;ALCOOL/GASOLINA;2243
GOIAS;MAURILANDIA;DIESEL;908
GOIAS;MAURILANDIA;GASOLINA;2513
GOIAS;MAURILANDIA;GASOLINA/ALCOOL/GAS NATURAL;2
GOIAS;MAURILANDIA;GASOLINA/ELETRICO;1
GOIAS;MAURILANDIA;GASOLINA/GAS NATURAL VEICULAR;2
GOIAS;MAURILANDIA;Sem Informação;766
GOIAS;MIMOSO DE GOIAS;ALCOOL;19
GOIAS;MIMOSO DE GOIAS;ALCOOL/GASOLINA;128
GOIAS;MIMOSO DE GOIAS;DIESEL;45
GOIAS;MIMOSO DE GOIAS;GASOLINA;192
GOIAS;MIMOSO DE GOIAS;Sem Informação;22
GOIAS;MINACU;ALCOOL;650
GOIAS;MINACU;ALCOOL/GASOLINA;7813
GOIAS;MINACU;DIESEL;1885
GOIAS;MINACU;ELETRICO/FONTE EXTERNA;1
GOIAS;MINACU;ELETRICO/FONTE INTERNA;1
GOIAS;MINACU;GASOLINA;10469
GOIAS;MINACU;GASOLINA/ALCOOL/ELETRICO;3
GOIAS;MINACU;GASOLINA/ALCOOL/GAS NATURAL;1
GOIAS;MINACU;GASOLINA/ELETRICO;2
GOIAS;MINACU;GASOLINA/GAS NATURAL VEICULAR;5
GOIAS;MINACU;Sem Informação;613
GOIAS;MINEIROS;ALCOOL;1237
GOIAS;MINEIROS;ALCOOL/GASOLINA;22631
GOIAS;MINEIROS;DIESEL;6028
GOIAS;MINEIROS;DIESEL/ELETRICO;1
GOIAS;MINEIROS;ELETRICO/FONTE EXTERNA;1
GOIAS;MINEIROS;GAS METANO;1
GOIAS;MINEIROS;GASOLINA;17652
GOIAS;MINEIROS;GASOLINA/ALCOOL/ELETRICO;37
GOIAS;MINEIROS;GASOLINA/ALCOOL/GAS NATURAL;8
GOIAS;MINEIROS;GASOLINA/ELETRICO;21
GOIAS;MINEIROS;GASOLINA/GAS NATURAL VEICULAR;11
GOIAS;MINEIROS;Sem Informação;2532
GOIAS;MOIPORA;ALCOOL;36
GOIAS;MOIPORA;ALCOOL/GASOLINA;297
GOIAS;MOIPORA;DIESEL;53
GOIAS;MOIPORA;GASOLINA;335
GOIAS;MOIPORA;Sem Informação;29
GOIAS;MONTE ALEGRE DE GOIAS;ALCOOL;61
GOIAS;MONTE ALEGRE DE GOIAS;ALCOOL/GASOLINA;649
GOIAS;MONTE ALEGRE DE GOIAS;DIESEL;131
GOIAS;MONTE ALEGRE DE GOIAS;GASOLINA;608
GOIAS;MONTE ALEGRE DE GOIAS;Sem Informação;40
GOIAS;MONTES CLAROS DE GOIAS;ALCOOL;169
GOIAS;MONTES CLAROS DE GOIAS;ALCOOL/GASOLINA;1945
GOIAS;MONTES CLAROS DE GOIAS;DIESEL;501
GOIAS;MONTES CLAROS DE GOIAS;GASOLINA;1932
GOIAS;MONTES CLAROS DE GOIAS;GASOLINA/ALCOOL/ELETRICO;3
GOIAS;MONTES CLAROS DE GOIAS;GASOLINA/ALCOOL/GAS NATURAL;1
GOIAS;MONTES CLAROS DE GOIAS;GASOLINA/GAS NATURAL VEICULAR;3
GOIAS;MONTES CLAROS DE GOIAS;Sem Informação;381
GOIAS;MONTIVIDIU;ALCOOL;274
GOIAS;MONTIVIDIU;ALCOOL/GASOLINA;3003
GOIAS;MONTIVIDIU;DIESEL;1474
GOIAS;MONTIVIDIU;ELETRICO/FONTE EXTERNA;1
GOIAS;MONTIVIDIU;GASOLINA;2616
GOIAS;MONTIVIDIU;GASOLINA/ALCOOL/ELETRICO;2
GOIAS;MONTIVIDIU;GASOLINA/ALCOOL/GAS NATURAL;1
GOIAS;MONTIVIDIU;GASOLINA/GAS NATURAL VEICULAR;2
GOIAS;MONTIVIDIU;Sem Informação;900
GOIAS;MONTIVIDIU DO NORTE;ALCOOL;42
GOIAS;MONTIVIDIU DO NORTE;ALCOOL/GASOLINA;598
GOIAS;MONTIVIDIU DO NORTE;DIESEL;142
GOIAS;MONTIVIDIU DO NORTE;GASOLINA;676
GOIAS;MONTIVIDIU DO NORTE;GASOLINA/ALCOOL/GAS NATURAL;2
GOIAS;MONTIVIDIU DO NORTE;GASOLINA/GAS NATURAL VEICULAR;1
GOIAS;MONTIVIDIU DO NORTE;Sem Informação;65
GOIAS;MORRINHOS;ALCOOL;1234
GOIAS;MORRINHOS;ALCOOL/GAS NATURAL VEICULAR;2
GOIAS;MORRINHOS;ALCOOL/GASOLINA;13747
GOIAS;MORRINHOS;DIESEL;3019
GOIAS;MORRINHOS;ELETRICO/FONTE EXTERNA;2
GOIAS;MORRINHOS;GASOLINA;16082
GOIAS;MORRINHOS;GASOLINA/ALCOOL/ELETRICO;7
GOIAS;MORRINHOS;GASOLINA/ALCOOL/GAS NATURAL;9
GOIAS;MORRINHOS;GASOLINA/ELETRICO;1
GOIAS;MORRINHOS;GASOLINA/GAS NATURAL VEICULAR;10
GOIAS;MORRINHOS;Sem Informação;2224
GOIAS;MORRO AGUDO DE GOIAS;ALCOOL;49
GOIAS;MORRO AGUDO DE GOIAS;ALCOOL/GASOLINA;621
GOIAS;MORRO AGUDO DE GOIAS;DIESEL;189
GOIAS;MORRO AGUDO DE GOIAS;GASOLINA;667
GOIAS;MORRO AGUDO DE GOIAS;GASOLINA/ALCOOL/GAS NATURAL;1
GOIAS;MORRO AGUDO DE GOIAS;GASOLINA/GAS NATURAL VEICULAR;1
GOIAS;MORRO AGUDO DE GOIAS;Sem Informação;45
GOIAS;MOSSAMEDES;ALCOOL;162
GOIAS;MOSSAMEDES;ALCOOL/GASOLINA;1021
GOIAS;MOSSAMEDES;DIESEL;171
GOIAS;MOSSAMEDES;GASOLINA;1063
GOIAS;MOSSAMEDES;GASOLINA/ALCOOL/ELETRICO;1
GOIAS;MOSSAMEDES;GASOLINA/ALCOOL/GAS NATURAL;1
GOIAS;MOSSAMEDES;GASOLINA/GAS NATURAL VEICULAR;3
GOIAS;MOSSAMEDES;Sem Informação;100
GOIAS;MOZARLANDIA;ALCOOL;306
GOIAS;MOZARLANDIA;ALCOOL/GASOLINA;3703
GOIAS;MOZARLANDIA;DIESEL;738
GOIAS;MOZARLANDIA;GASOGENIO;1
GOIAS;MOZARLANDIA;GASOLINA;4268
GOIAS;MOZARLANDIA;GASOLINA/ALCOOL/GAS NATURAL;2
GOIAS;MOZARLANDIA;Sem Informação;595
GOIAS;MUNDO NOVO;ALCOOL;103
GOIAS;MUNDO NOVO;ALCOOL/GASOLINA;1047
GOIAS;MUNDO NOVO;DIESEL;240
GOIAS;MUNDO NOVO;GASOLINA;1270
GOIAS;MUNDO NOVO;Sem Informação;258
GOIAS;MUTUNOPOLIS;ALCOOL;58
GOIAS;MUTUNOPOLIS;ALCOOL/GASOLINA;800
GOIAS;MUTUNOPOLIS;DIESEL;178
GOIAS;MUTUNOPOLIS;GASOLINA;953
GOIAS;MUTUNOPOLIS;GASOLINA/ALCOOL/GAS NATURAL;2
GOIAS;MUTUNOPOLIS;Sem Informação;83
GOIAS;NAZARIO;ALCOOL;142
GOIAS;NAZARIO;ALCOOL/GASOLINA;1547
GOIAS;NAZARIO;DIESEL;398
GOIAS;NAZARIO;GASOLINA;1594
GOIAS;NAZARIO;GASOLINA/ALCOOL/GAS NATURAL;3
GOIAS;NAZARIO;GASOLINA/GAS NATURAL VEICULAR;4
GOIAS;NAZARIO;Sem Informação;311
GOIAS;NEROPOLIS;ALCOOL;789
GOIAS;NEROPOLIS;ALCOOL/GASOLINA;7104
GOIAS;NEROPOLIS;DIESEL;1535
GOIAS;NEROPOLIS;GAS METANO;1
GOIAS;NEROPOLIS;GAS NATURAL VEICULAR;1
GOIAS;NEROPOLIS;GASOL/GAS NATURAL COMBUSTIVEL;1
GOIAS;NEROPOLIS;GASOLINA;8367
GOIAS;NEROPOLIS;GASOLINA/ALCOOL/ELETRICO;3
GOIAS;NEROPOLIS;GASOLINA/ALCOOL/GAS NATURAL;8
GOIAS;NEROPOLIS;GASOLINA/ELETRICO;2
